agency_cd	site_no	datetime	tz_cd	151730_00060	151730_00060_cd	151733_00010	151733_00010_cd
USGS	12447200	2020-04-15 04:30	PDT	2440	A	10.4	A
USGS	12447200	2020-04-15 04:45	PDT	2440	A	10.4	A
USGS	12447200	2020-04-15 05:00	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 05:15	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 05:30	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 05:45	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 06:00	PDT	2440	A	10.4	A
USGS	12447200	2020-04-15 06:15	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 06:30	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 06:45	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 07:00	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 07:15	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 07:30	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 07:45	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 08:00	PDT	2450	A	10.4	A
USGS	12447200	2020-04-15 08:15	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 08:30	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 08:45	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 09:00	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 09:15	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 09:30	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 09:45	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 10:00	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 10:15	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 10:30	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 10:45	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 11:00	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 11:15	PDT	2440	A	10.3	A
USGS	12447200	2020-04-15 11:30	PDT	2440	A	10.3	A
USGS	12447200	2020-04-15 11:45	PDT	2440	A	10.3	A
USGS	12447200	2020-04-15 12:00	PDT	2440	A	10.3	A
USGS	12447200	2020-04-15 12:15	PDT	2440	A	10.3	A
USGS	12447200	2020-04-15 12:30	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 12:45	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 13:00	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 13:15	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 13:30	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 13:45	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 14:00	PDT	2450	A	10.3	A
USGS	12447200	2020-04-15 14:15	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 14:30	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 14:45	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 15:00	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 15:15	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 15:30	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 15:45	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 16:00	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 16:15	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 16:30	PDT	2460	A	10.3	A
USGS	12447200	2020-04-15 16:45	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 17:00	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 17:15	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 17:30	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 17:45	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 18:00	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 18:15	PDT	2470	A	10.4	A
USGS	12447200	2020-04-15 18:30	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 18:45	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 19:00	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 19:15	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 19:30	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 19:45	PDT	2460	A	10.4	A
USGS	12447200	2020-04-15 20:00	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 20:15	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 20:30	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 20:45	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 21:00	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 21:15	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 21:30	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 21:45	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 22:00	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 22:15	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 22:30	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 22:45	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 23:00	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 23:15	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 23:30	PDT	2460	A	10.5	A
USGS	12447200	2020-04-15 23:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 00:00	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 00:15	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 00:30	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 00:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 01:00	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 01:15	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 01:30	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 01:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 02:00	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 02:15	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 02:30	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 02:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 03:00	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 03:15	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 03:30	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 03:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 04:00	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 04:15	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 04:30	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 04:45	PDT	2470	A	10.5	A
USGS	12447200	2020-04-16 05:00	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 05:15	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 05:30	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 05:45	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 06:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 06:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 06:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 06:45	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 07:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 07:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 07:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 07:45	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 08:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 08:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 08:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 08:45	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 09:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 09:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 09:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 09:45	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 10:00	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 10:15	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 10:30	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 10:45	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 11:00	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 11:15	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 11:30	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 11:45	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 12:00	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 12:15	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 12:30	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 12:45	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 13:00	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 13:15	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 13:30	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 13:45	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 14:00	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 14:15	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 14:30	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 14:45	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 15:00	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 15:15	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 15:30	PDT	2500	A	10.3	A
USGS	12447200	2020-04-16 15:45	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 16:00	PDT	2490	A	10.3	A
USGS	12447200	2020-04-16 16:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 16:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 16:45	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 17:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 17:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 17:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 17:45	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 18:00	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 18:15	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 18:30	PDT	2490	A	10.4	A
USGS	12447200	2020-04-16 18:45	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 19:00	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 19:15	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 19:30	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 19:45	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 20:00	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 20:15	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 20:30	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 20:45	PDT	2490	A	10.5	A
USGS	12447200	2020-04-16 21:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 21:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 21:30	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 21:45	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 22:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 22:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 22:30	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 22:45	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 23:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 23:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 23:30	PDT	2490	A	10.6	A
USGS	12447200	2020-04-16 23:45	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 00:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 00:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 00:30	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 00:45	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 01:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 01:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 01:30	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 01:45	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 02:00	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 02:15	PDT	2490	A	10.6	A
USGS	12447200	2020-04-17 02:30	PDT	2500	A	10.6	A
USGS	12447200	2020-04-17 02:45	PDT	2500	A	10.6	A
USGS	12447200	2020-04-17 03:00	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 03:15	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 03:30	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 03:45	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 04:00	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 04:15	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 04:30	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 04:45	PDT	2500	A	10.7	A
USGS	12447200	2020-04-17 05:00	PDT	2500	A	10.6	A
USGS	12447200	2020-04-17 05:15	PDT	2500	A	10.6	A
USGS	12447200	2020-04-17 05:30	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 05:45	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 06:00	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 06:15	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 06:30	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 06:45	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 07:00	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 07:15	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 07:30	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 07:45	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 08:00	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 08:15	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 08:30	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 08:45	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 09:00	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 09:15	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 09:30	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 09:45	PDT	2540	A	10.6	A
USGS	12447200	2020-04-17 10:00	PDT	2540	A	10.6	A
USGS	12447200	2020-04-17 10:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 10:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 10:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 11:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 11:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 11:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 11:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 12:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 12:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 12:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 12:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 13:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 13:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 13:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 13:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 14:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 14:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 14:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 14:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 15:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 15:15	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 15:30	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 15:45	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 16:00	PDT	2540	A	10.5	A
USGS	12447200	2020-04-17 16:15	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 16:30	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 16:45	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 17:00	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 17:15	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 17:30	PDT	2530	A	10.5	A
USGS	12447200	2020-04-17 17:45	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 18:00	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 18:15	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 18:30	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 18:45	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 19:00	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 19:15	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 19:30	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 19:45	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 20:00	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 20:15	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 20:30	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 20:45	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 21:00	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 21:15	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 21:30	PDT	2510	A	10.6	A
USGS	12447200	2020-04-17 21:45	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 22:00	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 22:15	PDT	2530	A	10.6	A
USGS	12447200	2020-04-17 22:30	PDT	2530	A	10.7	A
USGS	12447200	2020-04-17 22:45	PDT	2530	A	10.7	A
USGS	12447200	2020-04-17 23:00	PDT	2530	A	10.7	A
USGS	12447200	2020-04-17 23:15	PDT	2530	A	10.7	A
USGS	12447200	2020-04-17 23:30	PDT	2530	A	10.7	A
USGS	12447200	2020-04-17 23:45	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 00:00	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 00:15	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 00:30	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 00:45	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 01:00	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 01:15	PDT	2540	A	10.7	A
USGS	12447200	2020-04-18 01:30	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 01:45	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 02:00	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 02:15	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 02:30	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 02:45	PDT	2550	A	10.7	A
USGS	12447200	2020-04-18 03:00	PDT	2560	A	10.7	A
USGS	12447200	2020-04-18 03:15	PDT	2560	A	10.7	A
USGS	12447200	2020-04-18 03:30	PDT	2560	A	10.7	A
USGS	12447200	2020-04-18 03:45	PDT	2560	A	10.7	A
USGS	12447200	2020-04-18 04:00	PDT	2560	A	10.7	A
USGS	12447200	2020-04-18 04:15	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 04:30	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 04:45	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 05:00	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 05:15	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 05:30	PDT	2580	A	10.7	A
USGS	12447200	2020-04-18 05:45	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 06:00	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 06:15	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 06:30	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 06:45	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 07:00	PDT	2590	A	10.7	A
USGS	12447200	2020-04-18 07:15	PDT	2590	A	10.8	A
USGS	12447200	2020-04-18 07:30	PDT	2600	A	10.8	A
USGS	12447200	2020-04-18 07:45	PDT	2600	A	10.8	A
USGS	12447200	2020-04-18 08:00	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 08:15	PDT	2620	A	10.8	A
USGS	12447200	2020-04-18 08:30	PDT	2620	A	10.8	A
USGS	12447200	2020-04-18 08:45	PDT	2620	A	10.8	A
USGS	12447200	2020-04-18 09:00	PDT	2620	A	10.8	A
USGS	12447200	2020-04-18 09:15	PDT	2620	A	10.8	A
USGS	12447200	2020-04-18 09:30	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 09:45	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 10:00	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 10:15	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 10:30	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 10:45	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 11:00	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 11:15	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 11:30	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 11:45	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 12:00	PDT	2620	A	10.7	A
USGS	12447200	2020-04-18 12:15	PDT	2630	A	10.7	A
USGS	12447200	2020-04-18 12:30	PDT	2630	A	10.7	A
USGS	12447200	2020-04-18 12:45	PDT	2630	A	10.7	A
USGS	12447200	2020-04-18 13:00	PDT	2630	A	10.8	A
USGS	12447200	2020-04-18 13:15	PDT	2640	A	10.7	A
USGS	12447200	2020-04-18 13:30	PDT	2640	A	10.7	A
USGS	12447200	2020-04-18 13:45	PDT	2640	A	10.7	A
USGS	12447200	2020-04-18 14:00	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 14:15	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 14:30	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 14:45	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 15:00	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 15:15	PDT	2640	A	10.8	A
USGS	12447200	2020-04-18 15:30	PDT	2660	A	10.8	A
USGS	12447200	2020-04-18 15:45	PDT	2660	A	10.8	A
USGS	12447200	2020-04-18 16:00	PDT	2660	A	10.8	A
USGS	12447200	2020-04-18 16:15	PDT	2660	A	10.8	A
USGS	12447200	2020-04-18 16:30	PDT	2660	A	10.8	A
USGS	12447200	2020-04-18 16:45	PDT	2660	A	10.9	A
USGS	12447200	2020-04-18 17:00	PDT	2670	A	10.9	A
USGS	12447200	2020-04-18 17:15	PDT	2670	A	10.9	A
USGS	12447200	2020-04-18 17:30	PDT	2670	A	10.9	A
USGS	12447200	2020-04-18 17:45	PDT	2670	A	10.9	A
USGS	12447200	2020-04-18 18:00	PDT	2670	A	10.9	A
USGS	12447200	2020-04-18 18:15	PDT	2670	A	11.0	A
USGS	12447200	2020-04-18 18:30	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 18:45	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 19:00	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 19:15	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 19:30	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 19:45	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 20:00	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 20:15	PDT	2680	A	11.0	A
USGS	12447200	2020-04-18 20:30	PDT	2690	A	11.0	A
USGS	12447200	2020-04-18 20:45	PDT	2690	A	11.0	A
USGS	12447200	2020-04-18 21:00	PDT	2690	A	11.0	A
USGS	12447200	2020-04-18 21:15	PDT	2690	A	11.1	A
USGS	12447200	2020-04-18 21:30	PDT	2710	A	11.1	A
USGS	12447200	2020-04-18 21:45	PDT	2710	A	11.1	A
USGS	12447200	2020-04-18 22:00	PDT	2710	A	11.1	A
USGS	12447200	2020-04-18 22:15	PDT	2710	A	11.1	A
USGS	12447200	2020-04-18 22:30	PDT	2720	A	11.1	A
USGS	12447200	2020-04-18 22:45	PDT	2720	A	11.1	A
USGS	12447200	2020-04-18 23:00	PDT	2720	A	11.1	A
USGS	12447200	2020-04-18 23:15	PDT	2730	A	11.1	A
USGS	12447200	2020-04-18 23:30	PDT	2730	A	11.1	A
USGS	12447200	2020-04-18 23:45	PDT	2730	A	11.1	A
USGS	12447200	2020-04-19 00:00	PDT	2730	A	11.1	A
USGS	12447200	2020-04-19 00:15	PDT	2730	A	11.1	A
USGS	12447200	2020-04-19 00:30	PDT	2750	A	11.1	A
USGS	12447200	2020-04-19 00:45	PDT	2750	A	11.1	A
USGS	12447200	2020-04-19 01:00	PDT	2750	A	11.1	A
USGS	12447200	2020-04-19 01:15	PDT	2760	A	11.1	A
USGS	12447200	2020-04-19 01:30	PDT	2760	A	11.1	A
USGS	12447200	2020-04-19 01:45	PDT	2760	A	11.1	A
USGS	12447200	2020-04-19 02:00	PDT	2760	A	11.1	A
USGS	12447200	2020-04-19 02:15	PDT	2770	A	11.1	A
USGS	12447200	2020-04-19 02:30	PDT	2770	A	11.2	A
USGS	12447200	2020-04-19 02:45	PDT	2770	A	11.2	A
USGS	12447200	2020-04-19 03:00	PDT	2770	A	11.2	A
USGS	12447200	2020-04-19 03:15	PDT	2790	A	11.2	A
USGS	12447200	2020-04-19 03:30	PDT	2790	A	11.2	A
USGS	12447200	2020-04-19 03:45	PDT	2790	A	11.2	A
USGS	12447200	2020-04-19 04:00	PDT	2790	A	11.2	A
USGS	12447200	2020-04-19 04:15	PDT	2790	A	11.2	A
USGS	12447200	2020-04-19 04:30	PDT	2800	A	11.2	A
USGS	12447200	2020-04-19 04:45	PDT	2800	A	11.2	A
USGS	12447200	2020-04-19 05:00	PDT	2800	A	11.2	A
USGS	12447200	2020-04-19 05:15	PDT	2800	A	11.2	A
USGS	12447200	2020-04-19 05:30	PDT	2810	A	11.2	A
USGS	12447200	2020-04-19 05:45	PDT	2810	A	11.2	A
USGS	12447200	2020-04-19 06:00	PDT	2810	A	11.2	A
USGS	12447200	2020-04-19 06:15	PDT	2810	A	11.2	A
USGS	12447200	2020-04-19 06:30	PDT	2830	A	11.2	A
USGS	12447200	2020-04-19 06:45	PDT	2830	A	11.2	A
USGS	12447200	2020-04-19 07:00	PDT	2830	A	11.2	A
USGS	12447200	2020-04-19 07:15	PDT	2830	A	11.2	A
USGS	12447200	2020-04-19 07:30	PDT	2840	A	11.2	A
USGS	12447200	2020-04-19 07:45	PDT	2840	A	11.2	A
USGS	12447200	2020-04-19 08:00	PDT	2840	A	11.2	A
USGS	12447200	2020-04-19 08:15	PDT	2840	A	11.2	A
USGS	12447200	2020-04-19 08:30	PDT	2850	A	11.2	A
USGS	12447200	2020-04-19 08:45	PDT	2850	A	11.2	A
USGS	12447200	2020-04-19 09:00	PDT	2850	A	11.1	A
USGS	12447200	2020-04-19 09:15	PDT	2870	A	11.1	A
USGS	12447200	2020-04-19 09:30	PDT	2870	A	11.1	A
USGS	12447200	2020-04-19 09:45	PDT	2870	A	11.1	A
USGS	12447200	2020-04-19 10:00	PDT	2870	A	11.1	A
USGS	12447200	2020-04-19 10:15	PDT	2880	A	11.1	A
USGS	12447200	2020-04-19 10:30	PDT	2880	A	11.1	A
USGS	12447200	2020-04-19 10:45	PDT	2880	A	11.1	A
